id,complaint_text,department,issue_type,locality,duration_text,latitude,longitude,status
C1152,Heavy storm caused Park Cleanliness blocking the entrance of Noida Sector 62 park near Pillar 45.,Parks,Park Cleanliness,Noida Sector 62,2 weeks,28.626862,77.364949,Pending
C1956,Commercial vehicles and cabs doing Traffic Congestion on narrow road in Shahdara for 2 days.,Traffic,Traffic Congestion,Shahdara,2 days,28.671899,77.287682,Pending
C1809,"Urgent repair needed for Pothole near Metro Station, road surface completely broken.",Roads,Pothole,Noida Sector 62,48 hours,28.627134,77.365302,Pending
C2007,Unauthorized commercial establishment causing Public Nuisance late night in Karol Bagh for almost 10 days.,Other,Public Nuisance,Karol Bagh,almost 10 days,28.651612,77.188828,In Progress
C1472,Heavy storm caused Park Cleanliness blocking the entrance of Vasant Kunj park near Govt Senior Secondary School.,Parks,Park Cleanliness,Vasant Kunj,for past 4 days,28.527995,77.155161,Pending
C1783,Public health emergency due to unattended Illegal Dumping near school gate in Pitampura.,Sanitation,Illegal Dumping,Pitampura,5 days,28.700342,77.138792,Pending
C1814,Children play area has damaged swings and Park Cleanliness in Vasant Kunj municipal park.,Parks,Park Cleanliness,Vasant Kunj,for past 4 days,28.529675,77.154925,Resolved
C1631,"Hazardous live Transformer Fault hanging dangerously low near Govt Senior Secondary School in Connaught Place, risk of electric shock.",Electrical,Transformer Fault,Connaught Place,48 hours,28.633382,77.218339,Pending
C1277,Uncovered electrical junction box with Broken Street Light near children's park in Karol Bagh.,Electrical,Broken Street Light,Karol Bagh,1 week,28.651423,77.190193,In Progress
C1389,Public health emergency due to unattended Illegal Dumping near school gate in Noida Sector 62.,Sanitation,Illegal Dumping,Noida Sector 62,24 hours,28.626697,77.366775,In Progress
C1338,"Broken boundary wall and Tree Fall Hazard in municipal garden, Janakpuri Block B.",Parks,Tree Fall Hazard,Janakpuri Block B,1 week,28.621617,77.086165,Pending
C2014,Public walkway encroached by shops causing Public Nuisance in Shahdara for 2 weeks.,Other,Public Nuisance,Shahdara,2 weeks,28.672964,77.289494,Resolved
C1706,Choked drainage and Gutter Stagnation outside Police Station in Krishna Nagar for past 3 days.,Sewage,Gutter Stagnation,Krishna Nagar,3 days,28.660515,77.280841,Resolved
C1312,Old banyan tree has Broken Bench leaning over pedestrian pathway near Post Office in Saket.,Parks,Broken Bench,Saket,48 hours,28.523982,77.20755,Resolved
C1050,Stagnant sewer water and Gutter Stagnation overflowing onto pavement in Indirapuram for 48 hours.,Sewage,Gutter Stagnation,Indirapuram,48 hours,28.642289,77.371618,Pending
C1886,"Manhole lid broken with Sewage Blockage near school in Indirapuram, life-threatening for children.",Sewage,Sewage Blockage,Indirapuram,for past 4 days,28.639691,77.369706,Pending
C1045,"Heavy rain created a massive Road Damage in Mayur Vihar Phase 1, risk of fatal accidents at night.",Roads,Road Damage,Mayur Vihar Phase 1,3 days,28.610568,77.294516,In Progress
C1266,Uncovered electrical junction box with Exposed Wire near children's park in Karol Bagh.,Electrical,Exposed Wire,Karol Bagh,since Monday,28.653059,77.19095,Manual Review
C1054,"Hazardous live Exposed Wire hanging dangerously low near City Hospital in Vasant Kunj, risk of electric shock.",Electrical,Exposed Wire,Vasant Kunj,5 days,28.527398,77.152879,In Progress
C1835,Heavy storm caused Overgrown Vegetation blocking the entrance of Rohini Sector 14 park near Main Market.,Parks,Overgrown Vegetation,Rohini Sector 14,since Monday,28.716591,77.131102,In Progress
C1551,Cattle wandering on road causing Noise Pollution near Bus Stand in Krishna Nagar.,Other,Noise Pollution,Krishna Nagar,24 hours,28.660583,77.279169,Manual Review
C1378,Unauthorized commercial establishment causing Noise Pollution late night in Dwarka Sector 6 for 5 days.,Other,Noise Pollution,Dwarka Sector 6,5 days,28.581977,77.061171,Resolved
C1196,Open drain with Gutter Stagnation causing severe mosquito menace in Connaught Place.,Sewage,Gutter Stagnation,Connaught Place,48 hours,28.630167,77.216476,Pending
C1091,Illegal waste and Garbage Dump dumped openly beside Police Station in Noida Sector 62.,Sanitation,Garbage Dump,Noida Sector 62,for past 4 days,28.62788,77.363031,Pending
C2116,"Severe Pipeline Burst observed near City Hospital in Connaught Place, clean drinking water being wasted for 2 days.",Water,Pipeline Burst,Connaught Place,2 days,28.632357,77.21751,Resolved
C1232,"Underground sewer line has Manhole Overflow near Community Center in Rohini Sector 14, water entering ground floor homes.",Sewage,Manhole Overflow,Rohini Sector 14,since last Thursday,28.717194,77.134266,Manual Review
C1795,"The road in Dwarka Sector 6 has an unrepaired Road Damage for since Monday, vehicles are getting damaged.",Roads,Road Damage,Dwarka Sector 6,since Monday,28.581948,77.062284,Pending
C1742,"Major Low Water Pressure on the main line near City Hospital in Civil Lines, whole sector affected.",Water,Low Water Pressure,Civil Lines,since Monday,28.679481,77.222937,Pending
C1108,Illegal temporary stalls and Public Nuisance blocking the walkway in Civil Lines.,Other,Public Nuisance,Civil Lines,since last Thursday,28.677909,77.224031,Resolved
C1143,No drinking water received in Mayur Vihar Phase 1 due to Low Water Pressure since last 2 weeks.,Water,Low Water Pressure,Mayur Vihar Phase 1,2 weeks,28.608197,77.294011,Resolved
C2163,"Severe Water Leakage observed near Mother Dairy in Lajpat Nagar, clean drinking water being wasted for 2 weeks.",Water,Water Leakage,Lajpat Nagar,2 weeks,28.56611,77.244846,Pending
C1855,Black foul-smelling Sewage Blockage flooding the main road in Indirapuram for 5 days.,Sewage,Sewage Blockage,Indirapuram,5 days,28.641074,77.370909,Resolved
C2020,Public health emergency due to unattended Dead Animal near school gate in Janakpuri Block B.,Sanitation,Dead Animal,Janakpuri Block B,since Monday,28.621745,77.08613,In Progress
C2078,Distribution transformer has Broken Street Light sparking continuously near Mother Dairy in Krishna Nagar.,Electrical,Broken Street Light,Krishna Nagar,since Monday,28.659364,77.280465,Pending
C1711,Uncovered electrical junction box with Transformer Fault near children's park in Janakpuri Block B.,Electrical,Transformer Fault,Janakpuri Block B,since Monday,28.620951,77.087922,Pending
C1927,Loudspeakers and industrial machinery causing unbearable Encroachment in residential Janakpuri Block B for 48 hours.,Other,Encroachment,Janakpuri Block B,48 hours,28.623195,77.086377,Pending
C1920,Stagnant sewer water and Gutter Stagnation overflowing onto pavement in Karol Bagh for 2 days.,Sewage,Gutter Stagnation,Karol Bagh,2 days,28.652961,77.19086,Pending
C2134,There is a deep Road Damage on Shahdara Main Road causing severe traffic congestion.,Roads,Road Damage,Shahdara,48 hours,28.673029,77.287426,In Progress
C1651,"Heavy rain created a massive Footpath Damage in Shahdara, risk of fatal accidents at night.",Roads,Footpath Damage,Shahdara,since last Thursday,28.67463,77.288632,In Progress
C1466,Illegal temporary stalls and Public Nuisance blocking the walkway in Shahdara.,Other,Public Nuisance,Shahdara,1 week,28.674777,77.287528,Resolved
C1850,Children play area has damaged swings and Overgrown Vegetation in Shahdara municipal park.,Parks,Overgrown Vegetation,Shahdara,since Monday,28.673284,77.287852,Resolved
C1785,"Underground sewer line has Manhole Overflow near Bus Stand in Civil Lines, water entering ground floor homes.",Sewage,Manhole Overflow,Civil Lines,for past 4 days,28.679421,77.220848,Pending
C1049,Distribution transformer has Exposed Wire sparking continuously near Post Office in Lajpat Nagar.,Electrical,Exposed Wire,Lajpat Nagar,24 hours,28.568193,77.243954,Pending
C1628,Auto-rickshaws blocking entry with Missing Signboard outside Community Center in Saket.,Traffic,Missing Signboard,Saket,1 week,28.526384,77.208514,Pending
C1695,"Community dustbin has Illegal Dumping in Rohini Sector 14, stray dogs and cows scattering trash everywhere.",Sanitation,Illegal Dumping,Rohini Sector 14,48 hours,28.719373,77.131941,Pending
C1321,Pack of aggressive stray dogs causing Encroachment near Central Park in Lajpat Nagar.,Other,Encroachment,Lajpat Nagar,2 days,28.568884,77.242182,Pending
C1982,Dense bushes and Broken Bench in Karol Bagh park haven't been trimmed for 24 hours.,Parks,Broken Bench,Karol Bagh,24 hours,28.64944,77.190132,In Progress
C1082,Illegal temporary stalls and Public Nuisance blocking the walkway in Dwarka Sector 6.,Other,Public Nuisance,Dwarka Sector 6,3 days,28.583185,77.059862,Resolved
C1793,"Uncollected garbage and Garbage Dump rotting in Vasant Kunj for since last Thursday, breeding mosquitoes.",Sanitation,Garbage Dump,Vasant Kunj,since last Thursday,28.52859,77.153165,Resolved
C1355,Auto-rickshaws blocking entry with Traffic Congestion outside Metro Station in Civil Lines.,Traffic,Traffic Congestion,Civil Lines,2 weeks,28.679249,77.222607,Pending
C2190,"Manhole lid broken with Manhole Overflow near school in Rohini Sector 14, life-threatening for children.",Sewage,Manhole Overflow,Rohini Sector 14,48 hours,28.718903,77.134395,Resolved
C1692,Missing directional signboard and Traffic Signal Down near Central Park in Krishna Nagar.,Traffic,Traffic Signal Down,Krishna Nagar,since last Thursday,28.659717,77.27771,Pending
C2102,"Massive Illegal Dumping accumulating near Community Center in Civil Lines for 2 weeks, terrible stench.",Sanitation,Illegal Dumping,Civil Lines,2 weeks,28.677927,77.223915,Pending
C1426,"Public park in Civil Lines has Overgrown Vegetation for 24 hours, unsafe for walking.",Parks,Overgrown Vegetation,Civil Lines,24 hours,28.678646,77.222675,Pending
C1098,"Public park in Noida Sector 62 has Park Cleanliness for 48 hours, unsafe for walking.",Parks,Park Cleanliness,Noida Sector 62,48 hours,28.627333,77.365581,Resolved
C1482,Public walkway encroached by shops causing Stray Animals in Janakpuri Block B for almost 10 days.,Other,Stray Animals,Janakpuri Block B,almost 10 days,28.621371,77.088154,Resolved
C1072,"Broken boundary wall and Park Cleanliness in municipal garden, Rohini Sector 14.",Parks,Park Cleanliness,Rohini Sector 14,for past 4 days,28.718762,77.133009,Pending
C2195,Old banyan tree has Broken Bench leaning over pedestrian pathway near Central Park in Connaught Place.,Parks,Broken Bench,Connaught Place,3 days,28.633332,77.216968,Manual Review
C1749,"Frequent sudden Exposed Wire in Rohini Sector 14 for 5 days, appliances getting damaged.",Electrical,Exposed Wire,Rohini Sector 14,5 days,28.716128,77.132775,Pending
C1346,"Underground sewer line has Sewage Overflow near Pillar 45 in Noida Sector 62, water entering ground floor homes.",Sewage,Sewage Overflow,Noida Sector 62,3 days,28.626964,77.365452,Pending
C1041,"Dangerous Missing Manhole Cover near City Hospital in Saket for almost 10 days, multiple bike slips reported.",Roads,Missing Manhole Cover,Saket,almost 10 days,28.522811,77.20772,Resolved
C1541,Heavy storm caused Park Cleanliness blocking the entrance of Rohini Sector 14 park near Mother Dairy.,Parks,Park Cleanliness,Rohini Sector 14,2 days,28.718948,77.130774,Pending
C1547,Continuous gridlock and Traffic Signal Down due to illegal encroaching near Community Center in Shahdara.,Traffic,Traffic Signal Down,Shahdara,1 week,28.672549,77.287796,Resolved
C1038,Unauthorized commercial establishment causing Public Nuisance late night in Lajpat Nagar for 48 hours.,Other,Public Nuisance,Lajpat Nagar,48 hours,28.569017,77.241476,Pending
C1964,There is a deep Road Damage on Dwarka Sector 6 Main Road causing severe traffic congestion.,Roads,Road Damage,Dwarka Sector 6,since last Thursday,28.582095,77.058621,Pending
C1135,"Frequent sudden Power Outage in Vasant Kunj for for past 4 days, appliances getting damaged.",Electrical,Power Outage,Vasant Kunj,for past 4 days,28.527311,77.155334,Pending
C1679,Illegal temporary stalls and Public Nuisance blocking the walkway in Mayur Vihar Phase 1.,Other,Public Nuisance,Mayur Vihar Phase 1,almost 10 days,28.609937,77.293714,Resolved
C1473,"Key traffic junction has Traffic Congestion at Connaught Place crossing, accidents happening daily.",Traffic,Traffic Congestion,Connaught Place,1 week,28.630594,77.218554,Manual Review
C2005,"Manhole lid broken with Gutter Stagnation near school in Krishna Nagar, life-threatening for children.",Sewage,Gutter Stagnation,Krishna Nagar,2 days,28.661789,77.277815,Manual Review
C1590,"Street dark and unsafe for women due to Exposed Wire on 3rd Cross, Vasant Kunj for 24 hours.",Electrical,Exposed Wire,Vasant Kunj,24 hours,28.530522,77.153655,Pending
C1978,"Urgent repair needed for Footpath Damage near City Hospital, road surface completely broken.",Roads,Footpath Damage,Rohini Sector 14,almost 10 days,28.719634,77.133641,Pending
C1019,Heavy storm caused Broken Bench blocking the entrance of Vasant Kunj park near Police Station.,Parks,Broken Bench,Vasant Kunj,1 week,28.530152,77.153496,In Progress
C1292,"Underground sewer line has Sewage Overflow near Govt Senior Secondary School in Lajpat Nagar, water entering ground floor homes.",Sewage,Sewage Overflow,Lajpat Nagar,48 hours,28.567495,77.243519,Pending
C1022,Missing directional signboard and Traffic Signal Down near Community Center in Rohini Sector 14.,Traffic,Traffic Signal Down,Rohini Sector 14,almost 10 days,28.717942,77.132657,Resolved
C1950,"Underground sewer line has Sewage Overflow near Mother Dairy in Janakpuri Block B, water entering ground floor homes.",Sewage,Sewage Overflow,Janakpuri Block B,for past 4 days,28.62018,77.086159,In Progress
C1243,Cattle wandering on road causing Stray Animals near Community Center in Noida Sector 62.,Other,Stray Animals,Noida Sector 62,1 week,28.629235,77.364223,Resolved
C1772,Public health emergency due to unattended Overflowing Bin near school gate in Janakpuri Block B.,Sanitation,Overflowing Bin,Janakpuri Block B,5 days,28.620545,77.086268,Manual Review
C1606,Loudspeakers and industrial machinery causing unbearable Encroachment in residential Krishna Nagar for 2 days.,Other,Encroachment,Krishna Nagar,2 days,28.662032,77.279583,In Progress
C1335,There is a deep Pothole on Saket Main Road causing severe traffic congestion.,Roads,Pothole,Saket,since Monday,28.522465,77.208318,Pending
C1616,Old banyan tree has Broken Bench leaning over pedestrian pathway near Mother Dairy in Noida Sector 62.,Parks,Broken Bench,Noida Sector 62,1 week,28.627951,77.365509,Pending
C2176,"Underground sewer line has Manhole Overflow near Mother Dairy in Shahdara, water entering ground floor homes.",Sewage,Manhole Overflow,Shahdara,48 hours,28.67237,77.289511,Pending
C1464,Illegal temporary stalls and Encroachment blocking the walkway in Lajpat Nagar.,Other,Encroachment,Lajpat Nagar,almost 10 days,28.565771,77.242914,Pending
C2150,"Dangerous Road Damage near Metro Station in Civil Lines for 2 days, multiple bike slips reported.",Roads,Road Damage,Civil Lines,2 days,28.678995,77.222831,Manual Review
C1123,"Major intersection in Pitampura has Illegal Parking near Community Center, creating chaotic traffic jam.",Traffic,Illegal Parking,Pitampura,24 hours,28.69999,77.137103,Pending
C1703,Loudspeakers and industrial machinery causing unbearable Public Nuisance in residential Mayur Vihar Phase 1 for 2 weeks.,Other,Public Nuisance,Mayur Vihar Phase 1,2 weeks,28.607857,77.293541,Resolved
C1894,"Heavy rain created a massive Road Damage in Saket, risk of fatal accidents at night.",Roads,Road Damage,Saket,almost 10 days,28.523367,77.207968,Resolved
C1048,"Street light pole has Exposed Wire near Pillar 45 in Janakpuri Block B, complete darkness for 2 days.",Electrical,Exposed Wire,Janakpuri Block B,2 days,28.62198,77.089026,In Progress
C1511,Illegal waste and Dead Animal dumped openly beside Railway Crossing in Rohini Sector 14.,Sanitation,Dead Animal,Rohini Sector 14,for past 4 days,28.718933,77.131664,In Progress
C1506,"Key traffic junction has Missing Signboard at Karol Bagh crossing, accidents happening daily.",Traffic,Missing Signboard,Karol Bagh,24 hours,28.650385,77.189586,Resolved
C1051,Heavy storm caused Broken Bench blocking the entrance of Connaught Place park near Community Center.,Parks,Broken Bench,Connaught Place,48 hours,28.631692,77.214702,Pending
C1202,"Underground sewer line has Manhole Overflow near Community Center in Connaught Place, water entering ground floor homes.",Sewage,Manhole Overflow,Connaught Place,since Monday,28.630301,77.215243,Pending
C1898,Unauthorized commercial establishment causing Public Nuisance late night in Noida Sector 62 for since Monday.,Other,Public Nuisance,Noida Sector 62,since Monday,28.628053,77.365798,Resolved
C1328,"Manhole lid broken with Gutter Stagnation near school in Dwarka Sector 6, life-threatening for children.",Sewage,Gutter Stagnation,Dwarka Sector 6,almost 10 days,28.583561,77.059142,Resolved
C1969,"Heavy rain created a massive Pothole in Mayur Vihar Phase 1, risk of fatal accidents at night.",Roads,Pothole,Mayur Vihar Phase 1,3 days,28.609831,77.293648,Resolved
C1446,"Severe Water Leakage observed near Metro Station in Janakpuri Block B, clean drinking water being wasted for 48 hours.",Water,Water Leakage,Janakpuri Block B,48 hours,28.621677,77.086294,Pending
C1699,Heavy storm caused Overgrown Vegetation blocking the entrance of Noida Sector 62 park near Police Station.,Parks,Overgrown Vegetation,Noida Sector 62,1 week,28.628849,77.363977,Resolved
C1432,"Massive Dead Animal accumulating near Govt Senior Secondary School in Noida Sector 62 for 2 weeks, terrible stench.",Sanitation,Dead Animal,Noida Sector 62,2 weeks,28.628901,77.365136,Resolved
C1662,"Frequent sudden Exposed Wire in Vasant Kunj for 2 weeks, appliances getting damaged.",Electrical,Exposed Wire,Vasant Kunj,2 weeks,28.528501,77.1541,Resolved
C1588,Large Footpath Damage right in front of Govt Senior Secondary School in Connaught Place. Please fix immediately.,Roads,Footpath Damage,Connaught Place,24 hours,28.632583,77.215695,In Progress
C1077,No drinking water received in Rohini Sector 14 due to Low Water Pressure since last since Monday.,Water,Low Water Pressure,Rohini Sector 14,since Monday,28.718279,77.133173,Pending
C2063,Children play area has damaged swings and Overgrown Vegetation in Shahdara municipal park.,Parks,Overgrown Vegetation,Shahdara,3 days,28.671412,77.289682,Pending
C1623,"The road in Pitampura has an unrepaired Footpath Damage for since last Thursday, vehicles are getting damaged.",Roads,Footpath Damage,Pitampura,since last Thursday,28.697174,77.137081,Pending
C1285,"Underground sewer line has Sewage Overflow near Main Market in Pitampura, water entering ground floor homes.",Sewage,Sewage Overflow,Pitampura,2 days,28.700846,77.138748,Resolved
C1575,"Key traffic junction has Illegal Parking at Pitampura crossing, accidents happening daily.",Traffic,Illegal Parking,Pitampura,48 hours,28.698579,77.137053,Resolved
C1784,"Manhole lid broken with Manhole Overflow near school in Mayur Vihar Phase 1, life-threatening for children.",Sewage,Manhole Overflow,Mayur Vihar Phase 1,for past 4 days,28.609724,77.293754,Pending
C1817,"Heavy rain created a massive Pothole in Saket, risk of fatal accidents at night.",Roads,Pothole,Saket,5 days,28.523931,77.207317,Pending
C1540,"Dangerous Missing Manhole Cover near Gate 2 in Saket for 5 days, multiple bike slips reported.",Roads,Missing Manhole Cover,Saket,5 days,28.522747,77.205704,Pending
C1218,Illegal temporary stalls and Encroachment blocking the walkway in Noida Sector 62.,Other,Encroachment,Noida Sector 62,3 days,28.629781,77.364922,Manual Review
C1617,"Street light pole has Power Outage near Railway Crossing in Dwarka Sector 6, complete darkness for 48 hours.",Electrical,Power Outage,Dwarka Sector 6,48 hours,28.581594,77.062297,Pending
C2018,"Key traffic junction has Traffic Congestion at Karol Bagh crossing, accidents happening daily.",Traffic,Traffic Congestion,Karol Bagh,1 week,28.651424,77.190549,Pending
C1395,Heavy storm caused Tree Fall Hazard blocking the entrance of Indirapuram park near Metro Station.,Parks,Tree Fall Hazard,Indirapuram,since Monday,28.642655,77.371712,Resolved
C1068,"Severe Pipeline Burst observed near Mother Dairy in Janakpuri Block B, clean drinking water being wasted for 2 days.",Water,Pipeline Burst,Janakpuri Block B,2 days,28.6239,77.0872,In Progress
C1576,Old banyan tree has Park Cleanliness leaning over pedestrian pathway near Metro Station in Dwarka Sector 6.,Parks,Park Cleanliness,Dwarka Sector 6,48 hours,28.582801,77.060666,Resolved
C1239,Public walkway encroached by shops causing Encroachment in Rohini Sector 14 for 2 weeks.,Other,Encroachment,Rohini Sector 14,2 weeks,28.717285,77.133084,Resolved
C2113,"Manhole lid broken with Manhole Overflow near school in Janakpuri Block B, life-threatening for children.",Sewage,Manhole Overflow,Janakpuri Block B,2 weeks,28.622443,77.086148,Pending
C1582,"Heavy rain created a massive Missing Manhole Cover in Lajpat Nagar, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Lajpat Nagar,since Monday,28.566426,77.244883,Pending
C1477,Dense bushes and Tree Fall Hazard in Vasant Kunj park haven't been trimmed for since last Thursday.,Parks,Tree Fall Hazard,Vasant Kunj,since last Thursday,28.527726,77.153423,Pending
C1219,"Street light pole has Exposed Wire near Community Center in Krishna Nagar, complete darkness for since Monday.",Electrical,Exposed Wire,Krishna Nagar,since Monday,28.66049,77.280571,In Progress
C2120,Open drain with Gutter Stagnation causing severe mosquito menace in Dwarka Sector 6.,Sewage,Gutter Stagnation,Dwarka Sector 6,1 week,28.580309,77.061125,Pending
C1933,"Broken boundary wall and Park Cleanliness in municipal garden, Shahdara.",Parks,Park Cleanliness,Shahdara,5 days,28.674448,77.288219,In Progress
C1705,"Heavy rain created a massive Missing Manhole Cover in Lajpat Nagar, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Lajpat Nagar,since last Thursday,28.566007,77.244435,Pending
C2191,No drinking water received in Pitampura due to Low Water Pressure since last since last Thursday.,Water,Low Water Pressure,Pitampura,since last Thursday,28.697404,77.13963,Pending
C1010,Continuous gridlock and Illegal Parking due to illegal encroaching near Pillar 45 in Noida Sector 62.,Traffic,Illegal Parking,Noida Sector 62,almost 10 days,28.627835,77.36396,Pending
C1883,Dense bushes and Overgrown Vegetation in Vasant Kunj park haven't been trimmed for for past 4 days.,Parks,Overgrown Vegetation,Vasant Kunj,for past 4 days,28.528045,77.154423,Pending
C1856,"Street light pole has Broken Street Light near Mother Dairy in Pitampura, complete darkness for almost 10 days.",Electrical,Broken Street Light,Pitampura,almost 10 days,28.699448,77.137315,Pending
C1149,"Major intersection in Karol Bagh has Missing Signboard near Govt Senior Secondary School, creating chaotic traffic jam.",Traffic,Missing Signboard,Karol Bagh,for past 4 days,28.652029,77.188978,Resolved
C1734,"Major Pipeline Burst on the main line near Central Park in Karol Bagh, whole sector affected.",Water,Pipeline Burst,Karol Bagh,3 days,28.652671,77.189125,In Progress
C1381,Open drain with Sewage Overflow causing severe mosquito menace in Civil Lines.,Sewage,Sewage Overflow,Civil Lines,for past 4 days,28.680398,77.224196,Pending
C1673,"Urgent repair needed for Pothole near Gate 2, road surface completely broken.",Roads,Pothole,Noida Sector 62,3 days,28.628082,77.365536,Pending
C1221,Heavy storm caused Overgrown Vegetation blocking the entrance of Civil Lines park near City Hospital.,Parks,Overgrown Vegetation,Civil Lines,24 hours,28.678613,77.220594,In Progress
C2088,Illegal waste and Illegal Dumping dumped openly beside Govt Senior Secondary School in Saket.,Sanitation,Illegal Dumping,Saket,2 days,28.522784,77.208497,Pending
C1904,"Community dustbin has Overflowing Bin in Connaught Place, stray dogs and cows scattering trash everywhere.",Sanitation,Overflowing Bin,Connaught Place,3 days,28.632674,77.218472,In Progress
C1913,Old banyan tree has Broken Bench leaning over pedestrian pathway near Pillar 45 in Vasant Kunj.,Parks,Broken Bench,Vasant Kunj,48 hours,28.530972,77.155492,Manual Review
C1191,Black foul-smelling Sewage Blockage flooding the main road in Vasant Kunj for 2 days.,Sewage,Sewage Blockage,Vasant Kunj,2 days,28.528562,77.15314,Pending
C2058,"Broken boundary wall and Park Cleanliness in municipal garden, Pitampura.",Parks,Park Cleanliness,Pitampura,3 days,28.700473,77.137065,Pending
C1944,"Street dark and unsafe for women due to Transformer Fault on 3rd Cross, Vasant Kunj for 48 hours.",Electrical,Transformer Fault,Vasant Kunj,48 hours,28.531097,77.152977,Pending
C1851,Old banyan tree has Overgrown Vegetation leaning over pedestrian pathway near Community Center in Janakpuri Block B.,Parks,Overgrown Vegetation,Janakpuri Block B,since last Thursday,28.620165,77.087483,Resolved
C2188,"Manhole lid broken with Sewage Blockage near school in Rohini Sector 14, life-threatening for children.",Sewage,Sewage Blockage,Rohini Sector 14,2 days,28.716961,77.13084,In Progress
C1816,Unauthorized commercial establishment causing Noise Pollution late night in Dwarka Sector 6 for since Monday.,Other,Noise Pollution,Dwarka Sector 6,since Monday,28.581223,77.06237,Pending
C1408,Illegal waste and Garbage Dump dumped openly beside Govt Senior Secondary School in Karol Bagh.,Sanitation,Garbage Dump,Karol Bagh,1 week,28.652634,77.189205,Pending
C2061,Distribution transformer has Broken Street Light sparking continuously near Mother Dairy in Connaught Place.,Electrical,Broken Street Light,Connaught Place,2 weeks,28.633229,77.216593,Pending
C1544,"Major Low Water Pressure on the main line near Railway Crossing in Shahdara, whole sector affected.",Water,Low Water Pressure,Shahdara,for past 4 days,28.672401,77.287971,Pending
C1661,Distribution transformer has Transformer Fault sparking continuously near Main Market in Krishna Nagar.,Electrical,Transformer Fault,Krishna Nagar,24 hours,28.660342,77.27975,Pending
C2074,"Broken boundary wall and Park Cleanliness in municipal garden, Saket.",Parks,Park Cleanliness,Saket,since last Thursday,28.526265,77.206348,Pending
C1301,Public health emergency due to unattended Garbage Dump near school gate in Noida Sector 62.,Sanitation,Garbage Dump,Noida Sector 62,1 week,28.627754,77.364065,In Progress
C1420,"Frequent sudden Exposed Wire in Shahdara for since last Thursday, appliances getting damaged.",Electrical,Exposed Wire,Shahdara,since last Thursday,28.672988,77.289892,In Progress
C1601,"Street light pole has Broken Street Light near City Hospital in Janakpuri Block B, complete darkness for since last Thursday.",Electrical,Broken Street Light,Janakpuri Block B,since last Thursday,28.621441,77.086572,In Progress
C1260,"Dangerous Road Damage near Metro Station in Lajpat Nagar for for past 4 days, multiple bike slips reported.",Roads,Road Damage,Lajpat Nagar,for past 4 days,28.565834,77.243691,Resolved
C1524,Heavy storm caused Broken Bench blocking the entrance of Shahdara park near Railway Crossing.,Parks,Broken Bench,Shahdara,5 days,28.673893,77.288243,Pending
C1035,Commercial vehicles and cabs doing Traffic Signal Down on narrow road in Mayur Vihar Phase 1 for 5 days.,Traffic,Traffic Signal Down,Mayur Vihar Phase 1,5 days,28.608453,77.295573,Pending
C2138,Children play area has damaged swings and Broken Bench in Noida Sector 62 municipal park.,Parks,Broken Bench,Noida Sector 62,24 hours,28.627217,77.363288,Pending
C1461,Commercial vehicles and cabs doing Traffic Congestion on narrow road in Shahdara for for past 4 days.,Traffic,Traffic Congestion,Shahdara,for past 4 days,28.671618,77.288774,Pending
C1066,Large Pothole right in front of Govt Senior Secondary School in Indirapuram. Please fix immediately.,Roads,Pothole,Indirapuram,since Monday,28.640227,77.370441,Pending
C1648,"Uncollected garbage and Illegal Dumping rotting in Indirapuram for 5 days, breeding mosquitoes.",Sanitation,Illegal Dumping,Indirapuram,5 days,28.643149,77.371662,In Progress
C1383,Old banyan tree has Tree Fall Hazard leaning over pedestrian pathway near City Hospital in Karol Bagh.,Parks,Tree Fall Hazard,Karol Bagh,for past 4 days,28.650672,77.191652,Pending
C1362,Open drain with Sewage Blockage causing severe mosquito menace in Mayur Vihar Phase 1.,Sewage,Sewage Blockage,Mayur Vihar Phase 1,since Monday,28.610691,77.296504,Resolved
C2026,Continuous gridlock and Illegal Parking due to illegal encroaching near Metro Station in Saket.,Traffic,Illegal Parking,Saket,1 week,28.526235,77.204986,Resolved
C1900,"Public park in Noida Sector 62 has Park Cleanliness for almost 10 days, unsafe for walking.",Parks,Park Cleanliness,Noida Sector 62,almost 10 days,28.627387,77.36569,Pending
C1971,"Public park in Connaught Place has Park Cleanliness for 48 hours, unsafe for walking.",Parks,Park Cleanliness,Connaught Place,48 hours,28.630432,77.217098,In Progress
C1393,No drinking water received in Krishna Nagar due to Low Water Pressure since last 1 week.,Water,Low Water Pressure,Krishna Nagar,1 week,28.659098,77.277471,Pending
C1844,"Street light pole has Power Outage near City Hospital in Karol Bagh, complete darkness for 2 weeks.",Electrical,Power Outage,Karol Bagh,2 weeks,28.651158,77.189717,In Progress
C2125,Open drain with Sewage Overflow causing severe mosquito menace in Saket.,Sewage,Sewage Overflow,Saket,5 days,28.522959,77.207588,Pending
C1638,Pack of aggressive stray dogs causing Encroachment near City Hospital in Karol Bagh.,Other,Encroachment,Karol Bagh,1 week,28.649529,77.191758,Pending
C1327,"Street dark and unsafe for women due to Broken Street Light on 3rd Cross, Mayur Vihar Phase 1 for 2 weeks.",Electrical,Broken Street Light,Mayur Vihar Phase 1,2 weeks,28.609087,77.294074,Manual Review
